Time,Forecast_MW,CloudCover,Temp,WindSpeed,PrecipProb,Fact_MW
2026-03-28 16:00:00,3.861,97.1,16.3,16.2,25.8,3.43
2026-03-28 17:00:00,2.12,97.6,15.7,15.5,25.8,2.792
2026-03-28 18:00:00,1.414,84.2,14.6,14.0,25.8,0.464
2026-03-28 19:00:00,0.707,70.8,13.5,12.6,25.8,0.007
2026-03-28 20:00:00,0.0,57.4,12.5,11.2,25.8,0.0
2026-03-28 21:00:00,0.0,71.6,11.9,9.2,25.8,0.0
2026-03-28 22:00:00,0.0,85.8,11.4,7.3,25.8,0.0
2026-03-28 23:00:00,0.0,100.0,10.9,5.4,25.8,0.0
2026-03-29 00:00:00,0.0,95.3,10.6,6.5,25.8,0.0
2026-03-29 01:00:00,0.0,90.7,10.4,7.6,25.8,0.0
2026-03-29 02:00:00,0.0,86.0,10.2,8.6,25.8,0.0
2026-03-29 03:00:00,,,,,,0.0
2026-03-29 04:00:00,0.0,90.7,10.3,10.9,19.4,0.0
2026-03-29 05:00:00,0.0,95.3,10.4,13.2,19.4,0.0
2026-03-29 06:00:00,0.0,100.0,10.5,15.5,19.4,0.106
2026-03-29 07:00:00,0.103,100.0,10.8,16.8,19.4,0.892
2026-03-29 08:00:00,0.205,100.0,11.2,18.1,19.4,2.264
2026-03-29 09:00:00,0.308,100.0,11.6,19.4,19.4,6.034
2026-03-29 10:00:00,0.901,100.0,12.4,18.7,22.6,7.958
2026-03-29 11:00:00,1.493,100.0,13.3,18.0,22.6,9.951
2026-03-29 12:00:00,2.086,100.0,14.2,17.3,22.6,10.847
2026-03-29 13:00:00,1.801,100.0,14.0,12.8,22.6,10.634
2026-03-29 14:00:00,1.516,100.0,13.8,8.4,22.6,9.485
2026-03-29 15:00:00,1.231,100.0,13.6,4.0,22.6,5.433
2026-03-29 16:00:00,1.057,100.0,12.7,5.5,48.4,4.19
2026-03-29 17:00:00,0.881,100.0,11.8,7.1,48.4,1.896
2026-03-29 18:00:00,0.707,100.0,11.0,8.6,48.4,0.436
2026-03-29 19:00:00,0.471,100.0,10.9,9.5,48.4,0.004
2026-03-29 20:00:00,0.236,100.0,10.8,10.3,48.4,0.0
2026-03-29 21:00:00,0.0,100.0,10.7,11.2,48.4,0.0
2026-03-29 22:00:00,0.0,100.0,10.7,11.6,32.3,0.0
2026-03-29 23:00:00,0.0,100.0,10.7,12.1,32.3,0.0
2026-03-30 00:00:00,0.0,100.0,10.7,12.6,32.3,0.0
2026-03-30 01:00:00,0.0,100.0,10.6,12.2,32.3,0.0
2026-03-30 02:00:00,0.0,100.0,10.6,11.9,32.3,0.0
2026-03-30 03:00:00,0.0,100.0,10.6,11.5,32.3,0.0
2026-03-30 04:00:00,0.0,100.0,10.7,11.4,25.8,0.0
2026-03-30 05:00:00,0.0,100.0,10.8,11.3,25.8,0.0
2026-03-30 06:00:00,0.0,100.0,10.9,11.2,25.8,0.047
2026-03-30 07:00:00,0.091,100.0,11.1,12.8,25.8,0.709
2026-03-30 08:00:00,0.182,100.0,11.3,14.5,25.8,3.026
2026-03-30 09:00:00,0.274,100.0,11.6,16.2,25.8,6.087
2026-03-30 10:00:00,0.502,100.0,11.6,17.3,38.7,4.106
2026-03-30 11:00:00,0.73,100.0,11.6,18.4,38.7,4.903
2026-03-30 12:00:00,0.958,100.0,11.6,19.4,38.7,5.329
2026-03-30 13:00:00,1.117,100.0,11.5,19.3,38.7,8.03
2026-03-30 14:00:00,1.277,100.0,11.5,19.2,38.7,7.629
2026-03-30 15:00:00,1.436,100.0,11.5,19.1,38.7,5.682
2026-03-30 16:00:00,1.14,100.0,11.1,17.5,22.6,4.652
2026-03-30 17:00:00,0.844,100.0,10.7,16.0,22.6,2.615
2026-03-30 18:00:00,0.547,100.0,10.3,14.4,22.6,0.565
2026-03-30 19:00:00,0.365,100.0,10.1,14.0,22.6,0.008
2026-03-30 20:00:00,0.182,100.0,9.9,13.7,22.6,0.0
2026-03-30 21:00:00,0.0,100.0,9.7,13.3,22.6,0.0
2026-03-30 22:00:00,0.0,100.0,9.5,13.0,6.5,0.0
2026-03-30 23:00:00,0.0,100.0,9.4,12.6,6.5,0.0
2026-03-31 00:00:00,0.0,99.3,7.5,14.0,19.4,0.0
2026-03-31 01:00:00,0.0,67.9,6.8,13.4,19.4,0.0
2026-03-31 02:00:00,0.0,36.4,6.1,12.8,19.4,0.0
2026-03-31 03:00:00,0.0,5.0,5.4,12.2,19.4,0.0
2026-03-31 04:00:00,0.0,7.3,5.2,11.6,9.7,0.0
2026-03-31 05:00:00,0.0,9.7,5.0,11.0,9.7,0.0
2026-03-31 06:00:00,0.0,12.0,4.9,10.4,9.7,0.036
2026-03-31 07:00:00,0.567,34.5,6.0,11.5,9.7,0.261
2026-03-31 08:00:00,1.132,57.0,7.1,12.6,9.7,0.457
2026-03-31 09:00:00,1.699,79.5,8.3,13.7,9.7,0.842
2026-03-31 10:00:00,3.169,86.3,9.2,15.6,22.6,1.103
2026-03-31 11:00:00,4.64,93.2,10.1,17.5,22.6,1.307
2026-03-31 12:00:00,6.11,100.0,11.1,19.4,22.6,1.465
2026-03-31 13:00:00,5.176,100.0,10.3,20.2,22.6,1.233
2026-03-31 14:00:00,4.241,100.0,9.6,20.9,22.6,1.532
2026-03-31 15:00:00,3.306,100.0,8.9,21.6,22.6,1.407
2026-03-31 16:00:00,2.311,100.0,7.6,18.0,22.6,1.169
2026-03-31 17:00:00,1.314,100.0,6.4,14.4,22.6,0.655
2026-03-31 18:00:00,0.319,100.0,5.2,10.8,22.6,0.153
2026-03-31 19:00:00,0.213,100.0,5.1,14.2,22.6,0.002
2026-03-31 20:00:00,0.106,100.0,5.1,17.5,22.6,0.0
2026-03-31 21:00:00,0.0,100.0,5.1,20.9,22.6,0.0
2026-03-31 22:00:00,0.0,100.0,4.9,17.3,12.9,0.0
2026-03-31 23:00:00,0.0,100.0,4.7,13.7,12.9,0.0
2026-04-01 00:00:00,0.0,91.2,9.0,6.5,100.0,0.0
2026-04-01 01:00:00,0.0,76.8,9.0,6.1,100.0,0.0
2026-04-01 02:00:00,0.0,65.9,8.8,5.8,100.0,0.0
2026-04-01 03:00:00,0.0,67.7,8.9,5.4,100.0,0.0
2026-04-01 04:00:00,0.0,68.9,8.4,4.7,100.0,0.0
2026-04-01 05:00:00,0.0,70.2,8.3,5.0,0.0,0.0
2026-04-01 06:00:00,0.0,75.1,8.5,5.0,0.0,0.04
2026-04-01 07:00:00,0.081,78.7,8.7,3.2,0.0,0.566
2026-04-01 08:00:00,0.64,77.5,10.0,2.9,0.0,2.257
2026-04-01 09:00:00,1.43,70.7,10.1,3.6,0.0,3.56
2026-04-01 10:00:00,3.166,82.8,10.2,4.3,100.0,4.854
2026-04-01 11:00:00,4.098,81.8,13.0,5.0,100.0,3.397
2026-04-01 12:00:00,4.09,91.4,12.5,6.5,100.0,1.525
2026-04-01 13:00:00,4.64,85.2,13.8,7.6,100.0,2.409
2026-04-01 14:00:00,3.517,67.4,13.8,9.0,0.0,1.757
2026-04-01 15:00:00,3.61,68.0,13.9,9.7,0.0,1.119
2026-04-01 16:00:00,3.363,72.1,14.5,9.0,0.0,2.54
2026-04-01 17:00:00,3.255,60.0,14.9,7.6,0.0,2.57
2026-04-01 18:00:00,1.888,42.7,14.8,5.8,0.0,0.562
2026-04-01 19:00:00,0.654,19.0,14.1,7.2,0.0,0.012
2026-04-01 20:00:00,0.006,7.6,11.3,7.9,0.0,0.0
2026-04-01 21:00:00,0.0,21.6,11.7,7.6,0.0,0.0
2026-04-01 22:00:00,0.0,24.1,12.0,7.6,0.0,0.0
2026-04-01 23:00:00,0.0,32.9,10.8,8.3,0.0,0.0
2026-04-02 00:00:00,0.0,40.1,10.7,9.7,0.0,0.0
2026-04-02 01:00:00,0.0,30.2,10.2,10.1,0.0,0.0
2026-04-02 02:00:00,0.0,0.4,9.9,7.6,0.0,0.0
2026-04-02 03:00:00,0.0,0.0,9.5,8.6,0.0,0.0
2026-04-02 04:00:00,0.0,0.0,9.8,8.6,0.0,0.0
2026-04-02 05:00:00,0.0,0.0,9.2,6.1,0.0,0.0
2026-04-02 06:00:00,0.0,100.0,7.8,4.0,0.0,0.105
2026-04-02 07:00:00,0.141,100.0,7.7,7.6,0.0,0.553
2026-04-02 08:00:00,1.07,100.0,9.1,9.0,0.0,0.918
2026-04-02 09:00:00,2.084,97.1,8.8,10.4,0.0,1.114
2026-04-02 10:00:00,3.227,93.4,8.7,10.8,0.0,1.352
2026-04-02 11:00:00,4.123,100.0,12.4,8.3,0.0,2.148
2026-04-02 12:00:00,4.397,100.0,12.6,6.5,0.0,3.279
2026-04-02 13:00:00,4.909,98.8,14.6,4.7,0.0,2.448
2026-04-02 14:00:00,5.464,96.8,15.1,5.8,0.0,4.634
2026-04-02 15:00:00,3.952,99.6,15.1,8.6,0.0,3.733
2026-04-02 16:00:00,3.238,100.0,15.0,9.4,0.0,4.507
2026-04-02 17:00:00,2.723,100.0,15.2,7.9,0.0,1.921
2026-04-02 18:00:00,1.801,100.0,15.4,6.1,0.0,0.523
2026-04-02 19:00:00,0.529,100.0,14.9,5.8,0.0,0.008
2026-04-02 20:00:00,0.007,100.0,11.4,6.8,0.0,0.0
2026-04-02 21:00:00,0.0,100.0,11.7,6.8,0.0,0.0
2026-04-02 22:00:00,0.0,100.0,11.3,6.8,0.0,0.0
2026-04-02 23:00:00,0.0,100.0,9.2,6.5,0.0,0.0
2026-04-03 00:00:00,0.0,99.8,9.6,6.5,0.0,0.0
2026-04-03 01:00:00,0.0,91.0,7.9,6.8,0.0,0.0
2026-04-03 02:00:00,0.0,83.0,7.9,6.8,0.0,0.0
2026-04-03 03:00:00,0.0,97.5,8.5,5.0,0.0,0.0
2026-04-03 04:00:00,0.0,100.0,8.2,5.0,0.0,0.0
2026-04-03 05:00:00,0.0,100.0,7.1,5.4,0.0,0.0
2026-04-03 06:00:00,0.0,100.0,7.4,5.4,0.0,0.028
2026-04-03 07:00:00,0.117,100.0,8.0,6.1,0.0,0.39
2026-04-03 08:00:00,0.776,100.0,10.7,6.5,0.0,1.097
2026-04-03 09:00:00,1.56,100.0,10.4,6.1,0.0,1.55
2026-04-03 10:00:00,2.336,100.0,10.2,6.5,100.0,1.484
2026-04-03 11:00:00,2.882,99.8,14.2,6.5,100.0,3.833
2026-04-03 12:00:00,4.362,99.4,14.5,6.8,100.0,5.196
2026-04-03 13:00:00,4.908,99.2,16.3,9.4,0.0,5.683
2026-04-03 14:00:00,4.69,93.1,16.6,9.7,0.0,2.972
2026-04-03 15:00:00,4.358,90.9,16.8,9.4,0.0,2.071
2026-04-03 16:00:00,4.074,92.4,17.2,8.3,0.0,1.59
2026-04-03 17:00:00,3.138,93.0,17.1,7.9,0.0,0.412
2026-04-03 18:00:00,1.443,93.9,16.7,6.8,0.0,0.185
2026-04-03 19:00:00,0.522,77.3,16.6,7.2,0.0,0.004
2026-04-03 20:00:00,0.01,74.4,13.7,7.9,0.0,0.0
2026-04-03 21:00:00,0.0,98.5,13.4,9.0,0.0,0.0
2026-04-03 22:00:00,0.0,100.0,13.6,8.6,0.0,0.0
2026-04-03 23:00:00,0.0,82.1,11.7,8.3,0.0,0.0
2026-04-04 00:00:00,0.0,59.4,11.6,8.6,0.0,0.0
2026-04-04 01:00:00,0.0,41.4,9.9,9.0,0.0,0.0
2026-04-04 02:00:00,0.0,58.7,9.7,9.4,0.0,0.0
2026-04-04 03:00:00,0.0,98.0,11.9,7.2,0.0,0.0
2026-04-04 04:00:00,0.0,100.0,11.6,6.8,0.0,0.0
2026-04-04 05:00:00,0.0,94.4,11.2,5.8,0.0,0.0
2026-04-04 06:00:00,0.0,86.4,10.8,6.1,0.0,0.04
2026-04-04 07:00:00,0.137,83.6,10.7,7.6,0.0,0.349
2026-04-04 08:00:00,0.832,94.1,11.0,9.4,0.0,1.277
2026-04-04 09:00:00,2.2,100.0,12.1,8.6,0.0,2.783
2026-04-04 10:00:00,3.215,99.8,13.4,7.6,0.0,6.935
2026-04-04 11:00:00,5.7,99.9,14.7,9.4,0.0,7.302
2026-04-04 12:00:00,7.661,100.0,15.4,10.4,100.0,8.209
2026-04-04 13:00:00,8.231,99.0,15.8,11.9,100.0,9.751
2026-04-04 14:00:00,5.198,98.7,15.9,11.9,100.0,5.402
2026-04-04 15:00:00,2.508,78.5,15.9,12.6,0.0,3.318
2026-04-04 16:00:00,1.824,93.1,15.9,12.2,0.0,2.826
2026-04-04 17:00:00,1.528,90.7,15.6,12.6,0.0,1.155
2026-04-04 18:00:00,2.063,82.7,15.2,13.0,100.0,0.392
2026-04-04 19:00:00,0.764,91.3,14.5,7.6,0.0,0.02
2026-04-04 20:00:00,0.0,90.7,13.9,7.6,0.0,0.0
2026-04-04 21:00:00,0.0,3.4,13.3,6.8,0.0,0.0
2026-04-04 22:00:00,0.0,1.6,12.6,6.8,0.0,0.0
2026-04-04 23:00:00,0.0,1.1,12.3,7.2,0.0,0.0
2026-04-05 00:00:00,0.0,22.0,9.6,15.8,0.0,0.0
2026-04-05 01:00:00,0.0,7.0,8.5,16.6,0.0,0.0
2026-04-05 02:00:00,0.0,0.9,8.6,15.5,0.0,0.0
2026-04-05 03:00:00,0.0,0.0,8.6,14.0,0.0,0.0
2026-04-05 04:00:00,0.0,0.0,8.5,12.2,0.0,0.0
2026-04-05 05:00:00,0.0,0.0,6.5,10.8,0.0,0.0
2026-04-05 06:00:00,0.0,0.0,6.3,11.2,0.0,0.159
2026-04-05 07:00:00,0.242,0.0,6.0,12.2,0.0,1.138
2026-04-05 08:00:00,1.719,0.0,10.7,14.0,0.0,3.693
2026-04-05 09:00:00,3.661,23.4,10.7,14.4,0.0,6.514
2026-04-05 10:00:00,5.491,30.2,10.9,16.6,0.0,8.832
2026-04-05 11:00:00,6.984,81.7,16.3,17.6,0.0,10.42
2026-04-05 12:00:00,7.939,81.2,16.5,19.1,0.0,11.229
2026-04-05 13:00:00,8.398,59.2,17.7,18.7,0.0,10.627
2026-04-05 14:00:00,7.592,12.0,17.4,19.8,0.0,10.505
2026-04-05 15:00:00,7.255,1.0,17.3,19.8,0.0,8.835
2026-04-05 16:00:00,6.245,0.0,17.1,18.4,0.0,6.39
2026-04-05 17:00:00,4.674,0.0,16.2,15.8,0.0,3.381
2026-04-05 18:00:00,2.729,0.0,16.1,11.9,0.0,0.74
2026-04-05 19:00:00,0.903,0.0,15.9,8.3,0.0,0.026
2026-04-05 20:00:00,0.019,0.0,10.2,8.6,0.0,0.0
2026-04-05 21:00:00,0.0,0.0,9.9,9.7,0.0,0.0
2026-04-05 22:00:00,0.0,0.0,9.8,10.4,0.0,0.0
2026-04-05 23:00:00,0.0,0.0,6.9,9.7,0.0,0.0
2026-04-06 00:00:00,0.0,0.4,8.0,7.6,0.0,0.0
2026-04-06 01:00:00,0.0,0.0,5.9,6.8,0.0,0.0
2026-04-06 02:00:00,0.0,0.4,6.1,4.0,0.0,0.0
2026-04-06 03:00:00,0.0,0.0,10.0,2.5,0.0,0.0
2026-04-06 04:00:00,0.0,0.0,9.8,3.2,0.0,0.0
2026-04-06 05:00:00,0.0,0.0,9.4,3.6,0.0,0.0
2026-04-06 06:00:00,0.0,0.0,9.1,4.3,0.0,0.164
2026-04-06 07:00:00,0.262,0.4,8.7,4.3,0.0,1.155
2026-04-06 08:00:00,1.892,0.0,9.0,5.0,0.0,3.774
2026-04-06 09:00:00,3.933,0.0,10.3,5.8,0.0,6.686
2026-04-06 10:00:00,5.871,0.0,11.8,7.9,0.0,9.042
2026-04-06 11:00:00,7.433,2.8,13.7,7.9,0.0,10.618
2026-04-06 12:00:00,8.504,0.0,15.7,10.4,0.0,11.427
2026-04-06 13:00:00,8.983,0.0,17.0,13.7,0.0,11.442
2026-04-06 14:00:00,8.812,0.0,17.7,15.1,0.0,10.588
2026-04-06 15:00:00,8.026,0.0,18.3,16.2,0.0,8.797
2026-04-06 16:00:00,6.692,0.0,18.4,15.8,0.0,6.247
2026-04-06 17:00:00,4.925,0.0,18.5,15.5,0.0,3.204
2026-04-06 18:00:00,2.896,13.4,18.1,15.5,0.0,0.697
2026-04-06 19:00:00,0.821,0.0,17.2,16.6,0.0,0.027
2026-04-06 20:00:00,0.0,38.9,15.9,18.4,0.0,0.0
2026-04-06 21:00:00,0.0,100.0,14.5,20.5,0.0,0.0
2026-04-06 22:00:00,0.0,98.9,13.6,18.4,100.0,0.0
2026-04-06 23:00:00,0.0,100.0,12.1,16.9,100.0,0.0
2026-04-07 00:00:00,0.0,100.0,11.2,15.8,100.0,0.0
2026-04-07 01:00:00,0.0,100.0,10.8,18.4,100.0,0.0
2026-04-07 02:00:00,0.0,100.0,9.4,21.6,0.0,0.0
2026-04-07 03:00:00,0.0,100.0,8.3,17.6,0.0,0.0
2026-04-07 04:00:00,0.0,100.0,7.7,15.5,0.0,0.0
2026-04-07 05:00:00,0.0,100.0,7.4,13.3,0.0,0.0
2026-04-07 06:00:00,0.0,44.8,6.7,12.2,0.0,0.158
2026-04-07 07:00:00,0.296,0.0,6.2,10.4,0.0,1.19
2026-04-07 08:00:00,2.006,0.0,6.3,11.5,0.0,3.899
2026-04-07 09:00:00,4.093,0.0,7.2,13.3,0.0,6.849
2026-04-07 10:00:00,6.031,43.8,8.3,14.4,0.0,8.55
2026-04-07 11:00:00,7.615,23.4,9.2,15.8,0.0,5.781
2026-04-07 12:00:00,8.675,50.4,10.0,16.9,0.0,7.454
2026-04-07 13:00:00,9.131,82.8,10.6,15.5,0.0,6.615
2026-04-07 14:00:00,7.399,100.0,11.2,15.8,0.0,6.824
2026-04-07 15:00:00,5.039,91.3,10.9,16.9,0.0,7.511
2026-04-07 16:00:00,5.278,100.0,11.3,16.9,0.0,3.11
2026-04-07 17:00:00,3.032,91.7,10.6,18.0,0.0,1.691
2026-04-07 18:00:00,2.234,100.0,10.1,19.4,0.0,0.439
2026-04-07 19:00:00,0.524,100.0,8.9,15.1,100.0,0.019
2026-04-07 20:00:00,0.0,100.0,8.6,13.3,0.0,0.0
2026-04-07 21:00:00,0.0,88.2,8.1,13.0,0.0,0.0
2026-04-07 22:00:00,0.0,99.4,7.8,13.7,0.0,0.0
2026-04-07 23:00:00,0.0,100.0,7.4,12.6,100.0,0.0
2026-04-08 00:00:00,0.0,100.0,7.2,14.4,0.0,0.0
2026-04-08 01:00:00,0.0,99.7,6.9,13.7,100.0,0.0
2026-04-08 02:00:00,0.0,93.2,6.5,13.7,0.0,0.0
2026-04-08 03:00:00,0.0,89.7,6.0,12.6,0.0,0.0
2026-04-08 04:00:00,0.0,96.0,5.5,11.5,0.0,0.0
2026-04-08 05:00:00,0.0,63.1,5.0,11.2,0.0,0.0
2026-04-08 06:00:00,0.0,37.8,4.5,10.8,0.0,0.214
2026-04-08 07:00:00,0.194,69.7,4.3,10.4,0.0,1.289
2026-04-08 08:00:00,1.072,74.8,4.8,11.2,0.0,3.536
2026-04-08 09:00:00,2.371,92.1,5.4,11.9,0.0,6.708
2026-04-08 10:00:00,3.785,81.0,6.5,11.2,0.0,5.911
2026-04-08 11:00:00,4.948,81.7,7.4,11.9,0.0,3.286
2026-04-08 12:00:00,3.967,62.0,8.3,11.2,0.0,5.241
2026-04-08 13:00:00,4.047,81.8,9.1,12.6,0.0,6.181
2026-04-08 14:00:00,3.431,55.7,9.4,13.3,0.0,4.561
2026-04-08 15:00:00,4.731,42.8,9.0,11.9,100.0,4.254
2026-04-08 16:00:00,1.949,67.6,8.9,10.4,0.0,2.313
2026-04-08 17:00:00,2.542,52.0,9.0,11.2,0.0,0.869
2026-04-08 18:00:00,1.79,54.9,8.8,11.2,0.0,0.621
2026-04-08 19:00:00,0.73,82.8,8.4,12.2,100.0,0.013
2026-04-08 20:00:00,0.0,100.0,7.7,7.6,0.0,0.0
2026-04-08 21:00:00,0.0,98.3,7.3,7.6,0.0,0.0
2026-04-08 22:00:00,0.0,68.2,6.8,7.2,0.0,0.0
2026-04-08 23:00:00,0.0,41.8,6.4,6.8,0.0,0.0
2026-04-09 00:00:00,0.0,57.6,6.0,7.6,0.0,0.0
2026-04-09 01:00:00,0.0,63.5,5.6,9.4,0.0,0.0
2026-04-09 02:00:00,0.0,45.8,5.2,9.0,0.0,0.0
2026-04-09 03:00:00,0.0,49.4,4.8,8.6,0.0,0.0
2026-04-09 04:00:00,0.0,81.2,4.5,8.3,0.0,0.0
2026-04-09 05:00:00,0.0,88.9,4.4,8.3,0.0,0.0
2026-04-09 06:00:00,0.0,84.5,4.4,8.6,0.0,0.106
2026-04-09 07:00:00,0.319,79.4,4.4,9.4,0.0,0.451
2026-04-09 08:00:00,1.459,83.0,4.9,11.2,0.0,2.037
2026-04-09 09:00:00,2.041,66.8,5.7,9.0,0.0,4.028
2026-04-09 10:00:00,2.098,87.4,6.3,9.7,0.0,3.201
2026-04-09 11:00:00,4.138,64.3,7.1,7.9,100.0,6.525
2026-04-09 12:00:00,5.791,21.2,8.0,7.2,0.0,4.048
2026-04-09 13:00:00,6.521,32.6,8.7,6.8,0.0,2.637
2026-04-09 14:00:00,6.92,41.3,9.3,7.9,0.0,1.587
2026-04-09 15:00:00,7.695,46.7,9.0,12.2,0.0,3.392
2026-04-09 16:00:00,6.316,51.4,9.2,11.2,0.0,6.47
2026-04-09 17:00:00,4.378,70.8,9.2,10.1,0.0,1.728
2026-04-09 18:00:00,2.656,66.6,9.1,9.7,0.0,0.451
2026-04-09 19:00:00,1.015,89.0,8.5,8.3,100.0,0.028
2026-04-09 20:00:00,0.0,90.6,7.8,5.0,100.0,0.0
2026-04-09 21:00:00,0.0,98.1,7.5,5.8,0.0,0.0
2026-04-09 22:00:00,0.0,40.3,6.8,5.4,0.0,0.0
2026-04-09 23:00:00,0.0,35.2,6.4,6.1,100.0,0.0
2026-04-10 00:00:00,0.0,46.0,5.9,7.2,0.0,0.0
2026-04-10 01:00:00,0.0,52.3,5.4,7.2,0.0,0.0
2026-04-10 02:00:00,0.0,47.0,5.1,7.6,0.0,0.0
2026-04-10 03:00:00,0.0,53.8,5.2,6.8,0.0,0.0
2026-04-10 04:00:00,0.0,100.0,5.0,7.2,0.0,0.0
2026-04-10 05:00:00,0.0,78.4,5.0,7.2,0.0,0.0
2026-04-10 06:00:00,0.0,84.3,4.8,7.9,100.0,0.159
2026-04-10 07:00:00,0.285,66.4,4.8,8.3,100.0,1.08
2026-04-10 08:00:00,1.528,79.7,5.2,10.1,0.0,3.353
2026-04-10 09:00:00,3.089,82.9,5.7,11.2,0.0,5.584
2026-04-10 10:00:00,5.335,69.9,6.9,11.5,0.0,2.421
2026-04-10 11:00:00,6.156,83.0,7.7,15.1,0.0,4.348
2026-04-10 12:00:00,2.861,95.8,8.4,15.8,0.0,8.033
2026-04-10 13:00:00,2.873,100.0,9.0,16.6,0.0,7.289
2026-04-10 14:00:00,4.4,99.7,9.4,16.9,0.0,4.547
2026-04-10 15:00:00,5.221,97.2,9.7,18.7,0.0,4.927
2026-04-10 16:00:00,4.275,100.0,9.6,18.4,0.0,4.628
2026-04-10 17:00:00,3.215,100.0,9.4,16.6,0.0,2.018
2026-04-10 18:00:00,1.927,100.0,9.0,15.5,0.0,0.558
2026-04-10 19:00:00,0.673,99.2,8.3,12.6,0.0,0.037
2026-04-10 20:00:00,0.0,100.0,7.6,9.7,0.0,0.0
2026-04-10 21:00:00,0.0,77.2,7.0,7.9,0.0,
2026-04-10 22:00:00,0.0,79.2,6.5,6.5,0.0,
2026-04-10 23:00:00,0.0,90.2,6.4,4.3,0.0,
2026-04-11 00:00:00,0.0,89.9,6.3,5.4,0.0,0.0
2026-04-11 01:00:00,0.0,89.5,6.4,6.8,0.0,
2026-04-11 02:00:00,0.0,79.8,6.2,7.2,0.0,
2026-04-11 03:00:00,0.0,52.7,6.0,5.8,0.0,
2026-04-11 04:00:00,0.0,34.8,5.7,5.4,0.0,
2026-04-11 05:00:00,0.0,53.4,5.5,5.0,0.0,0.001
2026-04-11 06:00:00,0.0,82.0,5.1,5.4,0.0,0.227
2026-04-11 07:00:00,0.319,84.1,5.0,5.0,0.0,1.147
2026-04-11 08:00:00,1.528,84.6,5.2,5.0,0.0,3.633
2026-04-11 09:00:00,3.032,90.2,5.7,5.4,0.0,6.384
2026-04-11 10:00:00,5.62,69.1,6.4,5.8,0.0,6.689
2026-04-11 11:00:00,6.259,96.7,7.1,8.3,0.0,6.683
2026-04-11 12:00:00,5.575,99.7,7.4,9.4,0.0,6.284
2026-04-11 13:00:00,4.708,98.8,7.7,9.0,0.0,4.744
2026-04-11 14:00:00,5.278,93.7,8.3,9.7,0.0,3.867
2026-04-11 15:00:00,4.936,88.7,9.2,13.0,0.0,6.397
2026-04-11 16:00:00,4.446,85.9,9.1,10.1,0.0,3.994
2026-04-11 17:00:00,3.181,72.6,9.3,7.6,0.0,2.48
2026-04-11 18:00:00,1.87,81.6,9.3,6.8,0.0,0.63
2026-04-11 19:00:00,0.616,92.4,9.2,5.4,0.0,0.028
2026-04-11 20:00:00,0.0,99.3,8.9,4.3,0.0,
2026-04-11 21:00:00,0.0,99.9,8.8,5.0,0.0,
2026-04-11 22:00:00,0.0,100.0,8.3,4.7,0.0,
2026-04-11 23:00:00,0.0,99.3,8.1,3.2,0.0,
2026-04-12 00:00:00,0.0,98.6,8.0,2.9,0.0,
2026-04-12 01:00:00,0.0,96.4,7.8,1.8,0.0,
2026-04-12 02:00:00,0.0,94.4,7.7,4.7,0.0,
